probe,case,width,height,budget,raw_bytes,within_tolerance,coarseness,attempts,native_source_sse,native_nmse,native_source_peak,native_nmse_nonincreasing,input_sha256,raw_sha256,native_sha256,independent_native_peak,independent_native_differing,independent_source_sse
matrix-selected,p2-u8-c1-r2,257,193,12400,12396,True,56883,17,14339656,0.004445984454,75,true,ef60a1a5cbdf37815e55e509d1d7b1af8422b96ce610c7596e264175eff9fb73,b31e4dfa91773cfb3409c58af04cea30a37410100d56efd9c5445d02f91f99c9,5774ed22ed0d9e7ffb23b104e2fd6c8be5b5e7b10624885db4543196d4368ea3,1,1,14339657
matrix-selected,p2-u8-c1-r4,257,193,24800,24799,True,53912,17,1513340,0.000469208335,21,true,ef60a1a5cbdf37815e55e509d1d7b1af8422b96ce610c7596e264175eff9fb73,6730b07ae39a17fe05d3af4299c11609952c5e91bf12ecf005247d76d498fc3f,e1bd155e4609ac37fad69f93e9c846d7b54bc80423050174b2ab6ebb66203733,1,2,1513342
matrix-selected,p2-u8-c3-r1,257,193,6200,6200,True,60767,17,1134047581,0.117203135022,243,true,dec512092626fa15d270dcfa68a7499c042651a5b835e9a2e5d442070b3b4a7d,bebbc65ba9ccd01b62d91227e89f7bdd142b45308891d412802c4929549a2360,4f64857f7f46211d944121b1856dabbb3f9feb8229e5d307ef818f409015ad1a,1,1,1134047742
matrix-selected,p2-u8-c3-r2,257,193,12400,12400,True,59775,17,248859674,0.025719497543,186,true,dec512092626fa15d270dcfa68a7499c042651a5b835e9a2e5d442070b3b4a7d,f86022c5f83bab65383e2420603d4e6e500c0152e40e48f2aa20aeebeb19f967,56cd9d71a591671affabd311da11ffd8cc67a82935c992f604cf298f9c9fd673,0,0,248859674
matrix-selected,p2-u8-c3-r4,257,193,24800,24797,True,57914,17,88497946,0.009146209461,106,true,dec512092626fa15d270dcfa68a7499c042651a5b835e9a2e5d442070b3b4a7d,460874561f74ec35e7f6239c23b63f724c0f0985d40972f154a8261e9a44a3e6,3f26e3d99b32ff3afb0423ab72f0dbabe7c55f791a0083337ac171e30d4ba3bd,1,2,88497892
matrix-selected,p2-u16-c1-r1,257,193,6200,6199,True,58659,17,2477420713841,0.011629545028,32471,true,180804021215e40266e05e4748be4badb42759191c3e90770a72519e2b2bf555,7f3bde32a00415a0ea0d0ee13812ddae81c65a488982f9b476f252a3cb4a9744,e2355223a0d018714ec2907960b8aa329e1b11e96a041081fec67b0fbe73773c,1,196,2477420990265
matrix-selected,p2-u16-c1-r2,257,193,12400,12400,True,56859,17,956125932042,0.004488260519,21740,true,180804021215e40266e05e4748be4badb42759191c3e90770a72519e2b2bf555,1126428df6a7a40cf37f11467955695f5812f30491ff76c9a18c0605d033b6a7,336fb6d9ea286b49d27767bb9cc8d565973f5da21379b8a8b4ef9ded4e152632,1,225,956126015753
matrix-selected,p2-u16-c1-r4,257,193,24800,24796,True,53909,17,97009995557,0.000455385759,7272,true,180804021215e40266e05e4748be4badb42759191c3e90770a72519e2b2bf555,258422cb2a2188d169c9f31c668385af596fde648bed4d18e56f8d8f4c01b4fe,486ad1c39ed8823653cc16aff8d2247e9abf7469d86e88b0ba75e932fd86c0c0,1,251,97010081086
matrix-selected,p2-u16-c3-r1,257,193,6200,6200,True,60784,17,74998042114762,0.117352306900,57971,true,e43834cd3baab68b15715413c81ee2a2be0742e5ca00005de46a936950f2f5f4,3110924779b6147e6c4dd13ffa29ff874ceae584903ca6059977588db5fbcb89,47dd461846162890659a1105139c2d0ace6ee5902d9633f144d0f54d9c44a4ab,1,132,74998042412140
matrix-selected,p2-u16-c3-r2,257,193,12400,12397,True,59786,17,16502166068844,0.025821570836,49787,true,e43834cd3baab68b15715413c81ee2a2be0742e5ca00005de46a936950f2f5f4,f5bcc48c2b15cc53ccdecc7ed026597eb63715e3ce8ff0e45a749ee1c2b44a6c,2cf807d15b7ac8274a2eba205bd5f36a909c3c369ca9b87843898991060912db,1,449,16502165618989
matrix-selected,p2-u16-c3-r4,257,193,24800,24794,True,57921,17,5836928734503,0.009133265788,26511,true,e43834cd3baab68b15715413c81ee2a2be0742e5ca00005de46a936950f2f5f4,a53ac831e4882a8fc926f756464a761f5679ad6e888171cd70eef41300dfa80e,6288b7719ea93b6f21dab9041bb74a5744842863c5ff33000e60e4077b393e89,1,601,5836928710524
matrix-selected,p3-u8-c1-r1,257,193,6200,6199,True,60302,17,51300986,0.015905778090,107,true,5514b6b528bacc6fabf974a632e2af0c171c99170a606928cbf4c55af27b66d1,b353f8cac5230552589c211b3f02b8c7e22b2e606e080e8a1bc9ad8cace78699,20d422c4675aefcbc85c7b0be7810dd9a0baa5563597a5c623a618a1b5954768,1,1,51301027
matrix-selected,p3-u8-c1-r2,257,193,12400,12400,True,58171,16,25615812,0.007942136264,95,true,5514b6b528bacc6fabf974a632e2af0c171c99170a606928cbf4c55af27b66d1,47d2dfcb251433ea11db99798ddd795146ac80a879428a2925da29e3a23c6299,ec02f0e97a0e9a147b0001c753914c01862d7f691cde87a68b67c4d50d1226ef,0,0,25615812
matrix-selected,p3-u8-c1-r4,257,193,24800,24795,True,55016,17,4632750,0.001436375773,41,true,5514b6b528bacc6fabf974a632e2af0c171c99170a606928cbf4c55af27b66d1,20d8cf292bf1cdf1a6f26e1e5696395abc51ec85d5ff3024f46baee301b77200,84344b3aef50692e09d23505d9b37c66a35596689a93a65e12b4d2160930b39d,0,0,4632750
matrix-selected,p3-u8-c3-r1,257,193,6200,6189,True,63849,17,531397390,0.054919600460,212,true,a31ff078fcf51a88da40853d8a51a54d6c57f680a9b2a05927312a99afe932bd,cb9dce98a18dbf36a3cd6d3081f2e940c252a6e3001306c748947093b52e13fa,25a7b419756c692365b4769efbf40e4eddd654c15600f6a055a3c5578050ba79,1,24,531395280
matrix-selected,p3-u8-c3-r2,257,193,12400,12396,True,61677,17,177400944,0.018334280802,140,true,a31ff078fcf51a88da40853d8a51a54d6c57f680a9b2a05927312a99afe932bd,aae378e681589b6adb8266f78fdd00fca2e28eb3b95330eb3dcb6dd223e455a5,7a9c38016feccdc07d93e894a9e044266a05ca23e195c7871cb1649cdc2e0757,1,3,177400791
matrix-selected,p3-u8-c3-r4,257,193,24800,24796,True,59558,17,126720419,0.013096479043,104,true,a31ff078fcf51a88da40853d8a51a54d6c57f680a9b2a05927312a99afe932bd,19ee417ff62f79f233a7d07097ec91032c10e55d5eca8e948b6305b63eb12152,17b852c2a4e853672c2260b234396f7a308202cf13a2bdecec47a3c426787548,1,1,126720482
matrix-selected,p3-u16-c1-r1,257,193,6200,6200,True,60295,17,3351930246494,0.015734680636,32726,true,26b1f1e69a81a8817f0e9f124cfa10a19aa5f0401e59971d33bc9198988a4eac,63956f202a19fd8c6e79400a7d59fd34c9fa012ff17675f275fdaf385a50e197,89388ba6958e4b1ed848d6bc88e00c27e851f0fa5eabdc499e7ae6c42f74ef94,1,167,3351930297081
matrix-selected,p3-u16-c1-r2,257,193,12400,12400,True,58164,17,1692618319962,0.007945514001,21746,true,26b1f1e69a81a8817f0e9f124cfa10a19aa5f0401e59971d33bc9198988a4eac,a99d0a7299f64abe2142f0305cbc62ef3b967c82b4d0452aacec9ecd6ca05225,1a52ac5b354709b59b36ef8b7942cf4d417bf604e3f470fe9415a37dc87218eb,1,172,1692618515106
matrix-selected,p3-u16-c1-r4,257,193,24800,24800,True,55021,16,306925610378,0.001440774749,11028,true,26b1f1e69a81a8817f0e9f124cfa10a19aa5f0401e59971d33bc9198988a4eac,7f5549e5feb8472d0058418dd9a061aa795f692d64673741d4fb4217b4bef7ee,0178b00b8691412b804afa9406c957add87a82e2d106130a6d7f9f3790cefb16,1,176,306925737274
matrix-selected,p3-u16-c3-r1,257,193,6200,6197,True,63865,17,35108657091477,0.054935859466,48101,true,cfd3325419e4de25583314cb5fa986774a8b1fc2c708b193c5d070c570bf647a,309de063707ca80e52f5549c0420e6395d8df0641696d399e46b760925fbc926,f1ed4dccf591ac7a4ec7d031be7b3f2db823c31eea6a171034087b8f2bbb3224,1,92,35108657846241
matrix-selected,p3-u16-c3-r2,257,193,12400,12393,True,61680,17,11599242123581,0.018149778089,41195,true,cfd3325419e4de25583314cb5fa986774a8b1fc2c708b193c5d070c570bf647a,1f201d48792eb8624be885628f49811920f82b97c82afbdc5a1ebaa164b14678,16d172784da6a26cad9cfb0028884b408442e723b3a0d14c9ade34b06178369c,1,595,11599243074118
matrix-selected,p3-u16-c3-r4,257,193,24800,24794,True,59563,17,8305095419955,0.012995300665,26307,true,cfd3325419e4de25583314cb5fa986774a8b1fc2c708b193c5d070c570bf647a,5a3b7081cec6603c52c10222a9604b81dc08885cd83a7be83c21fb4ce4ad6e5f,40a951157d3eec6c45774b88efd40cedf1a66db99ea324ea5f16058d08edb6be,1,409,8305095552584
matrix-selected,p4-u8-c1-r1,257,193,6200,4835,False,62655,17,24801,0.000007689505,1,true,cfaf86e91c3014b4d7d3331f486fcfc44402dc695ad73689d8b5f68e76ed73cb,0db103a8ebe7d05391ea492bc6006eab957e92be8317859c352c99dc15d9c088,85b622e4d54b6357fe950b03ae31e9ff1ed53144ccd5cfc5fda2c32c739706f9,0,0,24801
matrix-selected,p4-u8-c1-r2,257,193,12400,11444,False,55215,17,24801,0.000007689505,1,true,cfaf86e91c3014b4d7d3331f486fcfc44402dc695ad73689d8b5f68e76ed73cb,75aa670ae76589ea2b77257640aa952e228e2710116fb8f702476b455ffb3cc2,85b622e4d54b6357fe950b03ae31e9ff1ed53144ccd5cfc5fda2c32c739706f9,0,0,24801
matrix-selected,p4-u8-c1-r4,257,193,24800,24314,False,40944,17,0,0.000000000000,0,true,cfaf86e91c3014b4d7d3331f486fcfc44402dc695ad73689d8b5f68e76ed73cb,3c11f119f0248fa0b12bfdcca02eb05945283395d419500060f4b07e34a14f15,cfaf86e91c3014b4d7d3331f486fcfc44402dc695ad73689d8b5f68e76ed73cb,0,0,0
matrix-selected,p4-u8-c3-r1,257,193,6200,2913,False,65520,17,1612677568,0.166669256138,128,true,985f4de27d50f8aebd44f56dbb8694b2392d78c2af59aefb25f7e98d5d638406,ce619861ca0589309d9efb1a3fce873964b6f07e7d27979527242b955e43d2f3,98a25f36268a5e8376b4bedc670f9351214c1b233565e0803d0bb7b1898dad4c,0,0,1612677568
matrix-selected,p4-u8-c3-r2,257,193,12400,10533,False,63472,17,98458048,0.010175580008,32,true,985f4de27d50f8aebd44f56dbb8694b2392d78c2af59aefb25f7e98d5d638406,179251731e252cd22927783e4d5db878d162bee268ac114b5d8d685dd4ebcca2,c6213514b27428ddf3afa4254f562ea009ccf25a6a982a7e2f715f21adfcec2c,0,0,98458048
matrix-selected,p4-u8-c3-r4,257,193,24800,23838,False,59295,17,0,0.000000000000,0,true,985f4de27d50f8aebd44f56dbb8694b2392d78c2af59aefb25f7e98d5d638406,13889f010750e1ee5697c88b9c47793429de8c419baeea0836055ac767177305,985f4de27d50f8aebd44f56dbb8694b2392d78c2af59aefb25f7e98d5d638406,0,0,0
matrix-selected,p4-u16-c1-r1,257,193,6200,4835,False,62655,17,937781444,0.000004402148,138,true,7c0bdaae63799130a030a34e01fc49ebc4587fe0d052e3b90bd5ed6060e1d303,ba34236d7920ad0093326322209478e0b9f48a9359b08c1875e27660cf90bd88,bded3f0823dfeb8773e99f2aa5d0c5c49037a3df4e6c5d1718d3c59419b2fa42,0,0,937781444
matrix-selected,p4-u16-c1-r2,257,193,12400,11444,False,55215,17,1050078116,0.000004929292,146,false,7c0bdaae63799130a030a34e01fc49ebc4587fe0d052e3b90bd5ed6060e1d303,ddb3a2369217be9dfe003a31cb9a9fe4e7b1e0224a44c6eedd1b9f779ea67fe2,bfe3c5a581d9e61b1b9203a248d011909d166daa791a9861f6f5691ced3c0b0a,0,0,1050078116
matrix-selected,p4-u16-c1-r4,257,193,24800,24382,False,38912,17,124004,0.000000000582,2,true,7c0bdaae63799130a030a34e01fc49ebc4587fe0d052e3b90bd5ed6060e1d303,f30bc12c7ecba43755d20412236678a23a0b14204350a66e59a8b4704e5982f0,660dce6c6766b1379a19e3df76ffa22e2166954a641231602a66ed44fa3280e9,0,0,124004
matrix-selected,p4-u16-c3-r1,257,193,6200,8701,False,65535,1,0,0.000000000000,0,true,224cfc41f07e62a46c94d2aca4a4c3c5ab76c0646b8fcaaf5da9ebd6d6ef18d7,16d786f3ae9b443213d64a91c3061cb768e56dcd03e48aad1542b910ae2a114e,224cfc41f07e62a46c94d2aca4a4c3c5ab76c0646b8fcaaf5da9ebd6d6ef18d7,0,0,0
matrix-selected,p4-u16-c3-r2,257,193,12400,8701,False,65535,17,0,0.000000000000,0,true,224cfc41f07e62a46c94d2aca4a4c3c5ab76c0646b8fcaaf5da9ebd6d6ef18d7,16d786f3ae9b443213d64a91c3061cb768e56dcd03e48aad1542b910ae2a114e,224cfc41f07e62a46c94d2aca4a4c3c5ab76c0646b8fcaaf5da9ebd6d6ef18d7,0,0,0
matrix-selected,p4-u16-c3-r4,257,193,24800,23838,False,59295,17,0,0.000000000000,0,true,224cfc41f07e62a46c94d2aca4a4c3c5ab76c0646b8fcaaf5da9ebd6d6ef18d7,7a78ec5ac20c18d637e4b5c0a60e1b64fb3f70a56b59e024464ada538a8b465c,224cfc41f07e62a46c94d2aca4a4c3c5ab76c0646b8fcaaf5da9ebd6d6ef18d7,0,0,0
matrix-selected,p5-u8-c1-r1,257,193,6200,6096,False,36870,17,0,0.000000000000,0,true,6f8082a5a8dfda5a5a7181d2fd9aede04c12fcb397d28ca239c3f4dbb445f748,f2fc6d3c41120068bb2211a14de39378855e13ec78fdd716ec7997433dc2ec80,6f8082a5a8dfda5a5a7181d2fd9aede04c12fcb397d28ca239c3f4dbb445f748,0,0,0
matrix-selected,p5-u8-c1-r2,257,193,12400,8211,False,26775,17,0,0.000000000000,0,true,6f8082a5a8dfda5a5a7181d2fd9aede04c12fcb397d28ca239c3f4dbb445f748,a51204664a0c49ad903a0e875133d0a2a4446f83e258c867e62109a96f10ecef,6f8082a5a8dfda5a5a7181d2fd9aede04c12fcb397d28ca239c3f4dbb445f748,0,0,0
matrix-selected,p5-u8-c1-r4,257,193,24800,8211,False,26775,17,0,0.000000000000,0,true,6f8082a5a8dfda5a5a7181d2fd9aede04c12fcb397d28ca239c3f4dbb445f748,a51204664a0c49ad903a0e875133d0a2a4446f83e258c867e62109a96f10ecef,6f8082a5a8dfda5a5a7181d2fd9aede04c12fcb397d28ca239c3f4dbb445f748,0,0,0
matrix-selected,p5-u8-c3-r1,257,193,6200,5498,False,56525,17,24978840,0.002581548082,28,true,a47e9c40b10c2a446613d97a2362443cf39645149dd7f5b61a0911aeec9a1901,0cd5985431fedf06afe6c1d71e6749ff8770d8dab933628bd175dfa04c2047df,8fe8c2de3068d373b16019e8cccc0aa76c7b5f15187c69c39407f9f623c3018f,0,0,24978840
matrix-selected,p5-u8-c3-r2,257,193,12400,12248,False,47077,17,192,0.000000019843,1,true,a47e9c40b10c2a446613d97a2362443cf39645149dd7f5b61a0911aeec9a1901,1f4bd7ce1ff6142724af1eafeefe6bf980f846fa59b6ff96ece78b1825278f55,c26ed0bf9ea1f2e7545a8728089e6233c362c2c0869445df0c9f41cd8105cc5c,0,0,192
matrix-selected,p5-u8-c3-r4,257,193,24800,24431,False,26775,17,0,0.000000000000,0,true,a47e9c40b10c2a446613d97a2362443cf39645149dd7f5b61a0911aeec9a1901,6198742782f2aaf7824bfcae5381a6dc87827133c09a4c5c3a57cc7e5ee67765,a47e9c40b10c2a446613d97a2362443cf39645149dd7f5b61a0911aeec9a1901,0,0,0
matrix-selected,p5-u16-c1-r1,257,193,6200,6095,False,36870,17,2764,0.000000000013,7,true,85169a47e4ef90ef2fec9cd0af7d0af5dd361a28fb1b56cf027786cb7c98ad16,efd8318c7da60230053bb6b87962b83f0b73ab839e592871eee1871ff9fc696b,a80e4b30ac069f8dd86adda025f9a05cb3a99e76c79a04d7d9060704cc1f0bed,0,0,2764
matrix-selected,p5-u16-c1-r2,257,193,12400,8211,False,26775,17,0,0.000000000000,0,true,85169a47e4ef90ef2fec9cd0af7d0af5dd361a28fb1b56cf027786cb7c98ad16,2f7f5e17ff8880a5667b9c8e30c877d1e59017e495858ddbf3785f0b30549893,85169a47e4ef90ef2fec9cd0af7d0af5dd361a28fb1b56cf027786cb7c98ad16,0,0,0
matrix-selected,p5-u16-c1-r4,257,193,24800,8211,False,26775,17,0,0.000000000000,0,true,85169a47e4ef90ef2fec9cd0af7d0af5dd361a28fb1b56cf027786cb7c98ad16,2f7f5e17ff8880a5667b9c8e30c877d1e59017e495858ddbf3785f0b30549893,85169a47e4ef90ef2fec9cd0af7d0af5dd361a28fb1b56cf027786cb7c98ad16,0,0,0
matrix-selected,p5-u16-c3-r1,257,193,6200,5498,False,56525,17,1586028280368,0.002481719152,7108,true,16c40408cf5c942630db082c27d8a985a2bbae03cfbd1914381753c37d8e3a1c,9cc37feac18435556ca94fbbc4a453a318a3c25fb56be4d93b83adeb3bcad79c,a68a531e680514eb64008c01f7505cb5b8ae8f19e0e72922e788c8a059dc4802,1,48,1586028569808
matrix-selected,p5-u16-c3-r2,257,193,12400,12248,False,47077,17,1176635028,0.000001841126,288,true,16c40408cf5c942630db082c27d8a985a2bbae03cfbd1914381753c37d8e3a1c,58a595935510b65df1c2ec7658d4824967d37be9c18456edf25deefff23fd9fa,71c287c67d517cdd1a9310b9709e33a8ad0d86f8698b84d10596623ede9a101b,0,0,1176635028
matrix-selected,p5-u16-c3-r4,257,193,24800,24431,False,26775,17,0,0.000000000000,0,true,16c40408cf5c942630db082c27d8a985a2bbae03cfbd1914381753c37d8e3a1c,b6c7dbe8120d047d3d0d6bd26a44ec03af7e9ae0cf2d634ba346b5b95385aefe,16c40408cf5c942630db082c27d8a985a2bbae03cfbd1914381753c37d8e3a1c,0,0,0
matrix-selected,p6-u8-c1-r1,257,193,6200,6153,False,21375,17,0,0.000000000000,0,true,84cc563ba1bb68fa61ec2a146fb3d3ef85296347e573b7f97c6345c278ca98e3,55cc203858c7bfbc074d767724e5ac5ab9c7f4034eb43d59327632b35ea82d6b,84cc563ba1bb68fa61ec2a146fb3d3ef85296347e573b7f97c6345c278ca98e3,0,0,0
matrix-selected,p6-u8-c1-r2,257,193,12400,8144,False,12289,17,0,0.000000000000,0,true,84cc563ba1bb68fa61ec2a146fb3d3ef85296347e573b7f97c6345c278ca98e3,390ccc7177dc22a5732d54227a2c3696e8db147bc5585dcbc22779c2f7ffd891,84cc563ba1bb68fa61ec2a146fb3d3ef85296347e573b7f97c6345c278ca98e3,0,0,0
matrix-selected,p6-u8-c1-r4,257,193,24800,8144,False,12289,17,0,0.000000000000,0,true,84cc563ba1bb68fa61ec2a146fb3d3ef85296347e573b7f97c6345c278ca98e3,390ccc7177dc22a5732d54227a2c3696e8db147bc5585dcbc22779c2f7ffd891,84cc563ba1bb68fa61ec2a146fb3d3ef85296347e573b7f97c6345c278ca98e3,0,0,0
matrix-selected,p6-u8-c3-r1,257,193,6200,5189,False,42495,17,0,0.000000000000,0,true,d583cb3ed5f60596394903d85475a905dd1d79e4bb027a37939befa4ff548058,5dae297533fea1ccf88a60870bc4d059bcbd3f16ad4492c8c4df0d6f1222ca4b,d583cb3ed5f60596394903d85475a905dd1d79e4bb027a37939befa4ff548058,0,0,0
matrix-selected,p6-u8-c3-r2,257,193,12400,12284,False,30735,16,0,0.000000000000,0,true,d583cb3ed5f60596394903d85475a905dd1d79e4bb027a37939befa4ff548058,47347d44d9e512bd34f1d1d9fa5cdb3c3974f929401ef2171180c60b3125cd61,d583cb3ed5f60596394903d85475a905dd1d79e4bb027a37939befa4ff548058,0,0,0
matrix-selected,p6-u8-c3-r4,257,193,24800,24230,False,12289,17,0,0.000000000000,0,true,d583cb3ed5f60596394903d85475a905dd1d79e4bb027a37939befa4ff548058,4bae9cadf14598966c79285e78708f841a27af3efd58529561d1249954e88298,d583cb3ed5f60596394903d85475a905dd1d79e4bb027a37939befa4ff548058,0,0,0
matrix-selected,p6-u16-c1-r1,257,193,6200,5224,False,10240,17,0,0.000000000000,0,true,10eecdaf18190e8dc541ea9982fdf0c4053cc06dfff966a2be188f65ee41cd62,1d737c9b37250283be4e6d58a947eb3120ae5a0cb2a236298aabdde991ee2757,10eecdaf18190e8dc541ea9982fdf0c4053cc06dfff966a2be188f65ee41cd62,0,0,0
matrix-selected,p6-u16-c1-r2,257,193,12400,5224,False,10240,17,0,0.000000000000,0,true,10eecdaf18190e8dc541ea9982fdf0c4053cc06dfff966a2be188f65ee41cd62,1d737c9b37250283be4e6d58a947eb3120ae5a0cb2a236298aabdde991ee2757,10eecdaf18190e8dc541ea9982fdf0c4053cc06dfff966a2be188f65ee41cd62,0,0,0
matrix-selected,p6-u16-c1-r4,257,193,24800,5224,False,10240,17,0,0.000000000000,0,true,10eecdaf18190e8dc541ea9982fdf0c4053cc06dfff966a2be188f65ee41cd62,1d737c9b37250283be4e6d58a947eb3120ae5a0cb2a236298aabdde991ee2757,10eecdaf18190e8dc541ea9982fdf0c4053cc06dfff966a2be188f65ee41cd62,0,0,0
matrix-selected,p6-u16-c3-r1,257,193,6200,5192,False,26175,17,0,0.000000000000,0,true,caeac7f5061d5748dc44db931bea2cae643c597fbb168eecf5d5e4801889dde9,e61f516eb09c558988d4f11d0d7cc6e61080759bcbab56803a430466b5699686,caeac7f5061d5748dc44db931bea2cae643c597fbb168eecf5d5e4801889dde9,0,0,0
matrix-selected,p6-u16-c3-r2,257,193,12400,12287,False,14340,17,0,0.000000000000,0,true,caeac7f5061d5748dc44db931bea2cae643c597fbb168eecf5d5e4801889dde9,3130ef7c40dd167b5da308b331b86950e4029b3e743cb1097008dccb17010480,caeac7f5061d5748dc44db931bea2cae643c597fbb168eecf5d5e4801889dde9,0,0,0
matrix-selected,p6-u16-c3-r4,257,193,24800,15470,False,10240,17,0,0.000000000000,0,true,caeac7f5061d5748dc44db931bea2cae643c597fbb168eecf5d5e4801889dde9,0d67bb7d51c72166aeef496b2389a365086edd221cc3eddd2dcf132820931d8a,caeac7f5061d5748dc44db931bea2cae643c597fbb168eecf5d5e4801889dde9,0,0,0
matrix-selected,p7-u8-c1-r1,257,193,6200,6200,True,45896,17,1065,0.000000330201,1,true,03a00c11797451cbb714019949e118949374cf7055a1553f099a65465c5dbe56,15c60397a7320f309199412235f7a87f023945cbfe9f2cc83db6c76c42e4ba0a,6a3f488df48dc518ae57bde9f90f84f660effda2b0c257ef6cbedb6e88da240d,0,0,1065
matrix-selected,p7-u8-c1-r2,257,193,12400,11723,False,42195,17,0,0.000000000000,0,true,03a00c11797451cbb714019949e118949374cf7055a1553f099a65465c5dbe56,e2a6c5e47cbfbcb1b48ebe21a55a71c7d8aee28e2911f24e52ee2912a18861b6,03a00c11797451cbb714019949e118949374cf7055a1553f099a65465c5dbe56,0,0,0
matrix-selected,p7-u8-c1-r4,257,193,24800,24713,False,36965,17,0,0.000000000000,0,true,03a00c11797451cbb714019949e118949374cf7055a1553f099a65465c5dbe56,30ad143ecffbee2158e2060d9b3638c156da832f03b2ef22607d3428c11d7981,03a00c11797451cbb714019949e118949374cf7055a1553f099a65465c5dbe56,0,0,0
matrix-selected,p7-u8-c3-r1,257,193,6200,6199,True,51471,17,302761,0.000031290167,6,true,ff551475c32a0fc4aab8a2a221f0bdde212c0023dd76a1cca960b059657d40bc,ff3dba4c22127dc8e63e8fa1390e1d6959b0b970d712c58c36eef5201ebd8c77,1720f43b9a5060a9513a3314565573d0aa3f72fbd4305e908da30becf6eaca74,0,0,302761
matrix-selected,p7-u8-c3-r2,257,193,12400,11688,False,47302,17,37117,0.000003836020,2,true,ff551475c32a0fc4aab8a2a221f0bdde212c0023dd76a1cca960b059657d40bc,5fba64120be9d0ac569fbfa5c7c7d749e371554a28392ba3006cd72dca076b98,520c3b7b8d463d017a02da8db9bbf083e8280f9417c4aa9eac047362d0eea6fb,1,1,37118
matrix-selected,p7-u8-c3-r4,257,193,24800,23956,False,45056,17,898,0.000000092808,1,true,ff551475c32a0fc4aab8a2a221f0bdde212c0023dd76a1cca960b059657d40bc,653ed9968e399535f1ce21342fd7e0b4af77f78a1864f44d94033d8e8169f4b2,856ad2f5de00d3242aa672f963ac0e8fe622acb19b69ff1e9e49dc8db3697204,0,0,898
